std_dev,rms,min_val,max_val,zero_crossings,mean_amp_change,amp_first_pulse,mean_abs_val,waveform_length,wilson_amp
0.013191599976342267,0.01684087676631871,-0.046875,0.015625,72,0.014891063758389264,0.0078125,0.013177183333333333,2.2187685000000004,0.01684087676631871
0.012180889746910938,0.015960042881521343,-0.046875,0.015625,72,0.014891033557046981,0.0,0.013020893333333334,2.218764,0.015960042881521343
0.012354297724233009,0.015960083673809484,-0.039063,0.023438,72,0.014524057046979868,0.03125,0.012812583333333334,2.1640845000000004,0.015960083673809484
0.013409015320888904,0.01657294403533462,-0.054688,0.03125,69,0.015677546979865776,0.0078125,0.012864663333333333,2.3359545000000006,0.01657294403533462
0.012459372206246546,0.016074428937860697,-0.039063,0.023438,74,0.014419177852348994,0.0078125,0.013281356666666667,2.1484575,0.016074428937860697
0.01137157675279564,0.01510877659656797,-0.039063,0.023438,63,0.01352781879194631,0.0078125,0.01213549,2.015645,0.01510877659656797
0.012556950579238309,0.016150171730304707,-0.039063,0.03125,82,0.015205684563758391,0.0078125,0.012656336666666667,2.2656470000000004,0.016150171730304707
0.011075741127489193,0.014277986955216527,-0.039063,0.015625,79,0.013632664429530199,0.0078125,0.011197986666666668,2.0312669999999997,0.014277986955216527
0.01191444722337083,0.01545492522078318,-0.039063,0.023438,77,0.01342293624161074,0.023438,0.012239660000000001,2.0000175000000002,0.01545492522078318
0.011732590857076994,0.015149094102013714,-0.039063,0.015625,73,0.013842382550335573,0.0078125,0.012291723333333332,2.0625150000000003,0.015149094102013714
0.011618393441880088,0.01502773044469235,-0.039063,0.023438,80,0.013527785234899328,0.015625,0.011822969999999999,2.01564,0.01502773044469235
0.01145322540840158,0.015068327020774402,-0.039063,0.03125,68,0.012584006711409395,0.015625,0.01239591,1.875017,0.015068327020774402
0.011190245916521823,0.014699233789158309,-0.039063,0.015625,79,0.01279373154362416,0.0,0.011510476666666667,1.906266,0.014699233789158309
0.01194537845905083,0.015612118858544901,-0.039063,0.015625,69,0.013632687919463088,0.0078125,0.012448006666666667,2.0312705,0.015612118858544901
0.011899309884902289,0.015883429522094192,-0.03125,0.023438,71,0.013789989932885908,0.015625,0.012916766666666666,2.0547085000000003,0.015883429522094192
0.012938305136231459,0.015947358880339196,-0.039063,0.03125,71,0.014838651006711409,0.023438,0.012968849999999999,2.210959,0.015947358880339196
0.012942478129822485,0.016646439028613097,-0.054688,0.023438,74,0.014628909395973156,0.015625,0.0133855,2.1797075,0.016646439028613097
0.011140196106823654,0.01521610560634137,-0.039063,0.0078125,67,0.01305590268456376,0.0,0.011927146666666666,1.9453295000000002,0.01521610560634137
0.010459509754213572,0.014363217092281241,-0.039063,0.015625,71,0.011587755033557048,0.015625,0.011406313333333333,1.7265755,0.014363217092281241
0.012270126749538219,0.015441753801085333,-0.054688,0.023438,69,0.013789969798657717,0.015625,0.012500073333333335,2.0547055,0.015441753801085333
0.010555036014773023,0.01450417953533854,-0.039063,0.015625,68,0.012059691275167785,0.015625,0.01171882,1.796894,0.01450417953533854
0.011081611090972589,0.014891763139791965,-0.039063,0.015625,70,0.011745080536912752,0.03125,0.012031323333333333,1.7500170000000002,0.014891763139791965
0.011830685708599294,0.015832072867600126,-0.039063,0.015625,55,0.01195478523489933,0.03125,0.012916736666666668,1.781263,0.015832072867600126
0.010905415951547499,0.014973494812723805,-0.039063,0.015625,67,0.012321825503355706,0.015625,0.011718813333333333,1.8359520000000003,0.014973494812723805
0.012906262935121418,0.016137543571952538,-0.039063,0.03125,68,0.013370486577181208,0.0,0.012812573333333334,1.9922025,0.016137543571952538
0.011457129476054054,0.014837019966848688,-0.039063,0.015625,71,0.013580238255033556,0.03125,0.012135493333333334,2.0234555,0.014837019966848688
0.00977026815322043,0.01357679258545012,-0.03125,0.015625,72,0.011168312080536914,0.015625,0.010781316666666667,1.6640785,0.01357679258545012
0.009439819078127975,0.014019130345888078,-0.03125,0.0078125,42,0.009909922818791947,0.0078125,0.011197976666666666,1.4765785,0.014019130345888078
0.01064653455127014,0.015041312901195383,-0.039063,0.015625,70,0.012479167785234899,0.0078125,0.01197925,1.859396,0.015041312901195383
0.011697902621136834,0.015122263872515912,-0.039063,0.023438,59,0.011954835570469799,0.023438,0.012500093333333335,1.7812705,0.015122263872515912
0.01094948847881286,0.015041285199465725,-0.03125,0.023438,69,0.012216976510067114,0.0078125,0.012291736666666666,1.8203295,0.015041285199465725
0.010122084192223237,0.014192210122281869,-0.03125,0.015625,72,0.012269399328859064,0.0078125,0.01171881,1.8281405000000004,0.014192210122281869
0.009940920665346959,0.013990090430074664,-0.039063,0.015625,51,0.010381818791946308,0.015625,0.011718816666666666,1.546891,0.013990090430074664
0.011354891408079996,0.01502777723350995,-0.039063,0.023438,64,0.01137807046979866,0.015625,0.011927160000000001,1.6953325000000004,0.01502777723350995
0.010633782940137322,0.014740722719392018,-0.046875,0.023438,63,0.012479154362416107,0.015625,0.01218758,1.859394,0.014740722719392018
0.010193017423664213,0.014574160211541065,-0.039063,0.0078125,69,0.01184996644295302,0.0,0.011354243333333331,1.765645,0.014574160211541065
0.010868054879856223,0.015162543797518496,-0.039063,0.015625,68,0.011954795302013422,0.023438,0.012447989999999999,1.7812644999999998,0.015162543797518496
0.010409078596108089,0.014615972108051293,-0.03125,0.015625,71,0.011640221476510067,0.0,0.011822993333333332,1.7343929999999999,0.014615972108051293
0.011532672633048538,0.015162576430365213,-0.039063,0.023438,70,0.013685130872483221,0.015625,0.01255218,2.0390845,0.015162576430365213
0.011360462751093764,0.014795811626999942,-0.046875,0.015625,73,0.012531560402684565,0.0,0.011562570000000001,1.8672025,0.014795811626999942
0.010690375564852715,0.014532202926948137,-0.03125,0.015625,69,0.013003476510067115,0.0078125,0.011510486666666668,1.937518,0.014532202926948137
0.011984841273616806,0.01584496584907438,-0.039063,0.023438,66,0.014052191275167786,0.023438,0.01296885,2.0937765,0.01584496584907438
0.011222250384317855,0.015135721924473903,-0.046875,0.023438,56,0.011587822147651007,0.0078125,0.011927183333333332,1.7265855,0.015135721924473903
0.011829007434245418,0.01532274742297651,-0.039063,0.023438,70,0.012584026845637582,0.0078125,0.012448009999999999,1.87502,0.01532274742297651
0.01203848862501943,0.015068365042310773,-0.039063,0.023438,76,0.013527832214765103,0.023438,0.012083430000000001,2.0156470000000004,0.015068365042310773
0.011039428744856623,0.015000667521202738,-0.03125,0.015625,71,0.012479127516778524,0.0,0.012239663333333333,1.85939,0.015000667521202738
0.010232849134966707,0.014235171379427317,-0.039063,0.015625,59,0.010748855704697987,0.015625,0.011354236666666668,1.6015795000000002,0.014235171379427317
0.01133047547610965,0.015216124432598904,-0.03125,0.03125,61,0.01274131879194631,0.0078125,0.01265633,1.8984565000000002,0.015216124432598904
0.011446110937307727,0.015546802660247112,-0.039063,0.015625,65,0.012846164429530202,0.0,0.012395913333333333,1.9140785,0.015546802660247112
0.010193133387749596,0.014837011190881178,-0.03125,0.015625,61,0.01195479865771812,0.0078125,0.01244799,1.7812649999999999,0.014837011190881178
0.009986520743435458,0.014657666510623942,-0.03125,0.015625,53,0.01085371476510067,0.0078125,0.012395906666666666,1.6172035,0.014657666510623942
0.010080749834094686,0.013873268474299774,-0.039063,0.015625,57,0.010853744966442954,0.023438,0.011510486666666667,1.617208,0.013873268474299774
0.011657491036334629,0.015703093181493467,-0.039063,0.015625,59,0.011745104026845638,0.0078125,0.012291766666666665,1.7500205,0.015703093181493467
0.010722679528928393,0.015095296247010193,-0.039063,0.015625,63,0.01164020134228188,0.015625,0.012187570000000002,1.73439,0.015095296247010193
0.010972397274212942,0.014671548963782477,-0.046875,0.023438,54,0.010539124161073825,0.0078125,0.011302159999999999,1.5703295,0.014671548963782477
0.011178504112914912,0.015068333933838428,-0.03125,0.023438,66,0.012898624161073827,0.0,0.01229175,1.9218950000000001,0.015068333933838428
0.00967361359771805,0.014292260071917714,-0.03125,0.015625,58,0.0113256644295302,0.0,0.011770926666666666,1.6875239999999998,0.014292260071917714
0.00865970958869997,0.012916331313754173,-0.03125,0.023438,63,0.009647724832214766,0.0078125,0.01052088,1.437511,0.012916331313754173
0.010762095909629107,0.014905438047068592,-0.039063,0.015625,64,0.011797523489932885,0.023438,0.01229175,1.757831,0.014905438047068592
0.010638497824879014,0.014077087805366562,-0.03125,0.015625,65,0.011378046979865773,0.023438,0.011406326666666668,1.695329,0.014077087805366562
0.009510270336408248,0.014220877589363698,-0.039063,0.0078125,68,0.011115885906040268,0.03125,0.01151049,1.656267,0.014220877589363698
0.010448119657538064,0.01486444566199269,-0.039063,0.015625,64,0.012793788590604028,0.023438,0.012031343333333335,1.9062745,0.01486444566199269
0.01089647424159709,0.014754504080392987,-0.039063,0.023438,61,0.012112100671140939,0.023438,0.01161465,1.804703,0.014754504080392987
0.009624824918848597,0.014220875758077161,-0.039063,0.023438,61,0.011430510067114093,0.015625,0.011510486666666667,1.7031459999999998,0.014220875758077161
0.009493696786406934,0.01390255053895987,-0.039063,0.015625,55,0.010381805369127516,0.0078125,0.01140631,1.546889,0.01390255053895987
0.009479968822696036,0.013666394497818361,-0.039063,0.015625,57,0.009700167785234899,0.015625,0.011406306666666666,1.445325,0.013666394497818361
0.009493672647277004,0.013902524314490516,-0.03125,0.015625,47,0.010224500000000001,0.0078125,0.01161463,1.5234505,0.013902524314490516
0.009765674794492642,0.013829181104762975,-0.039063,0.015625,65,0.010329352348993287,0.0,0.011041723333333335,1.5390734999999998,0.013829181104762975
0.010527626356190438,0.01437737661629084,-0.039063,0.015625,57,0.010643973154362416,0.015625,0.011875066666666666,1.585952,0.01437737661629084
0.010710024803019313,0.014795816907265828,-0.046875,0.015625,54,0.010801281879194631,0.015625,0.012083406666666666,1.609391,0.014795816907265828
0.010367283904025524,0.013873242194478788,-0.03125,0.023438,62,0.011115872483221476,0.015625,0.011510473333333332,1.6562649999999999,0.013873242194478788
0.009991430357519166,0.014433893851163887,-0.039063,0.0078125,70,0.011902395973154362,0.023438,0.01156258,1.773457,0.014433893851163887
0.010318505702121903,0.014699240875807158,-0.039063,0.015625,56,0.011849956375838926,0.023438,0.012031316666666667,1.7656435,0.014699240875807158
0.010510196232653741,0.013843869921376753,-0.03125,0.015625,72,0.011220711409395973,0.015625,0.010989633333333334,1.671886,0.013843869921376753
0.00935321319513959,0.013960958398452928,-0.039063,0.015625,53,0.009490436241610738,0.0,0.011718806666666666,1.414075,0.013960958398452928
0.011310214073676944,0.014959916932256009,-0.039063,0.015625,72,0.012374261744966442,0.015625,0.011875073333333335,1.8437649999999999,0.014959916932256009
0.0104110295761413,0.014292216341421648,-0.03125,0.023438,54,0.010329375838926175,0.023438,0.012083400000000001,1.539077,0.014292216341421648
0.009921122809956207,0.014235178697098725,-0.03125,0.0078125,66,0.010539110738255033,0.0078125,0.011250076666666668,1.5703274999999999,0.014235178697098725
0.009026584234239562,0.013471457095404838,-0.039063,0.015625,53,0.009070956375838926,0.015625,0.01114588,1.3515725,0.013471457095404838
0.010162228242109219,0.014220873926907586,-0.03125,0.023438,62,0.0114305,0.023438,0.011927156666666666,1.7031445,0.014220873926907586
0.009527763306826004,0.013887884408901163,-0.039063,0.015625,54,0.010224479865771812,0.0,0.011250043333333333,1.5234475,0.013887884408901163
0.010468699379124844,0.014405632218337383,-0.039063,0.015625,56,0.011482895973154364,0.0078125,0.01197922,1.7109515000000002,0.014405632218337383
0.010099552014542802,0.014249439865774842,-0.039063,0.015625,63,0.011273177852348994,0.0078125,0.011927143333333333,1.6797035,0.014249439865774842
0.010487353264876808,0.01420655475305912,-0.03125,0.015625,75,0.012216969798657717,0.0,0.011354236666666667,1.8203285,0.01420655475305912
0.01044654914778666,0.015162550667626253,-0.039063,0.023438,54,0.011115909395973152,0.0078125,0.012760496666666668,1.6562704999999998,0.015162550667626253
0.010862460077064599,0.01512225698410569,-0.039063,0.023438,51,0.011692661073825503,0.015625,0.012291753333333334,1.7422065,0.01512225698410569
0.009977926846240824,0.014163479115080917,-0.039063,0.015625,70,0.010906087248322148,0.0078125,0.011197953333333333,1.625007,0.014163479115080917
0.009597576120687974,0.014629883445195316,-0.039063,0.015625,47,0.010224536912751677,0.0,0.012083406666666668,1.523456,0.014629883445195316
0.00915314370096356,0.013710988219186341,-0.039063,0.023438,60,0.010276953020134228,0.015625,0.01125006,1.531266,0.013710988219186341
0.009991393867488605,0.014433854158308976,-0.03125,0.015625,55,0.010381795302013422,0.0078125,0.01187506,1.5468875,0.014433854158308976
0.010222913611560715,0.014782081109178549,-0.03125,0.015625,66,0.011430523489932886,0.015625,0.012239670000000001,1.7031479999999999,0.014782081109178549
0.010616551176765876,0.014837030498047781,-0.039063,0.015625,58,0.01164023489932886,0.015625,0.0121355,1.7343950000000001,0.014837030498047781
0.010754492279469386,0.014685370413839301,-0.039063,0.015625,65,0.01216452013422819,0.0078125,0.011979216666666667,1.8125135,0.014685370413839301
0.010874911207805588,0.014987082981076294,-0.039063,0.015625,67,0.012688869127516779,0.0078125,0.012187563333333335,1.8906415,0.014987082981076294
0.011285365440361248,0.01532271003266067,-0.039063,0.023438,66,0.012793744966442953,0.015625,0.012656323333333335,1.9062679999999999,0.01532271003266067
0.009785659506241773,0.014292214519275872,-0.039063,0.0078125,55,0.010486661073825503,0.023438,0.011562563333333333,1.5625125,0.014292214519275872
0.009861486668122386,0.014306475261805987,-0.039063,0.015625,75,0.011954838926174497,0.0078125,0.011718833333333333,1.781271,0.014306475261805987
0.011948091398024855,0.016023694208369473,-0.039063,0.015625,65,0.013842389261744966,0.015625,0.012968833333333334,2.062516,0.016023694208369473
0.009484964162367136,0.013858561960330995,-0.039063,0.015625,49,0.009280708053691276,0.0078125,0.011041716666666668,1.3828255,0.013858561960330995
0.01009151313529454,0.01439153306623956,-0.03125,0.023438,62,0.011325617449664429,0.015625,0.012031326666666665,1.687517,0.01439153306623956
0.010724854920023653,0.01469927099382823,-0.039063,0.015625,72,0.011378053691275166,0.023438,0.011614666666666667,1.6953299999999998,0.01469927099382823
0.01132135831175551,0.015349240787196393,-0.046875,0.015625,71,0.012321822147651006,0.0,0.012135486666666665,1.8359515,0.015349240787196393
0.011265516184071048,0.01520274612106861,-0.039063,0.015625,67,0.012688872483221477,0.015625,0.012187576666666667,1.8906420000000002,0.01520274612106861
0.012180902574511189,0.01596005267169671,-0.046875,0.03125,64,0.013737523489932886,0.015625,0.012604233333333334,2.046891,0.01596005267169671
0.01082340933413877,0.014878089666295648,-0.039063,0.023438,59,0.011902392617449664,0.0,0.012395903333333333,1.7734565,0.014878089666295648
0.01204714596526174,0.01569011515535604,-0.039063,0.023438,62,0.013318104026845638,0.0078125,0.013385510000000002,1.9843975,0.01569011515535604
0.01072423977667674,0.01487811417121359,-0.039063,0.023438,57,0.011587818791946309,0.015625,0.01197925,1.726585,0.01487811417121359
0.0100354004922884,0.014277939533186618,-0.046875,0.015625,57,0.010276926174496643,0.03125,0.011406293333333333,1.531262,0.014277939533186618
0.009827156430133908,0.01432066361189313,-0.03125,0.015625,61,0.011168318791946307,0.0078125,0.011562570000000001,1.6640794999999997,0.01432066361189313
