std_dev,rms,min_val,max_val,zero_crossings,mean_amp_change,amp_first_pulse,mean_abs_val,waveform_length,wilson_amp,label
0.011508627,0.015349241,-0.039063,0.023438,58,0.012426715,0.015625,0.012552153,1.8515805,0.015349241,index_finger
0.012835111,0.016175315,-0.046875,0.015625,74,0.013947255,0.0078125,0.012447983,2.078141,0.016175315,index_finger
0.016272806,0.018728424,-0.078125,0.070313,74,0.017198144,0.023438,0.013958423,2.5625235,0.018728424,index_finger
0.013305757,0.016707458,-0.046875,0.046875,68,0.014891094,0.015625,0.013437603,2.218773,0.016707458,index_finger
0.012773697,0.016449727,-0.046875,0.039063,76,0.014681322,0.015625,0.012968833,2.187517,0.016449727,index_finger
0.014821837,0.017997192,-0.054688,0.03125,72,0.017040856,0.0078125,0.01447927,2.5390875,0.017997192,index_finger
0.012730606,0.015934552,-0.0625,0.015625,71,0.014524034,0.015625,0.01218757,2.164081,0.015934552,index_finger
0.014320279,0.017769636,-0.046875,0.039063,82,0.016201883,0.0078125,0.013541757,2.4140805,0.017769636,index_finger
0.013761226,0.016621951,-0.046875,0.03125,71,0.015467822,0.03125,0.013281317,2.3047055,0.016621951,index_finger
0.01392975,0.017056932,-0.046875,0.03125,72,0.015520282,0.015625,0.013802177,2.312522,0.017056932,index_finger
0.013574266,0.016646422,-0.046875,0.046875,75,0.015625107,0.015625,0.01307299,2.328141,0.016646422,index_finger
0.011845467,0.014946294,-0.046875,0.023438,70,0.014209416,0.023438,0.011927143,2.117203,0.014946294,index_finger
0.014358569,0.017527516,-0.078125,0.039063,72,0.014995913,0.0078125,0.013072983,2.234391,0.017527516,index_finger
0.01279992,0.016437391,-0.039063,0.023438,74,0.014209477,0.015625,0.01354178,2.117212,0.016437391,index_finger
0.012690596,0.016124939,-0.039063,0.03125,72,0.015048359,0.0078125,0.013072993,2.2422055,0.016124939,index_finger
0.013625733,0.017056905,-0.054688,0.046875,65,0.014524017,0,0.01348965,2.1640785,0.017056905,index_finger
0.01470386,0.017723786,-0.054688,0.0625,67,0.015625151,0.0078125,0.01354176,2.3281475,0.017723786,index_finger
0.014290424,0.017293851,-0.054688,0.023438,70,0.015258111,0.0078125,0.013593843,2.2734585,0.017293851,index_finger
0.01342398,0.016646444,-0.054688,0.023438,71,0.015100785,0.023438,0.01328133,2.250017,0.016646444,index_finger
0.014889868,0.017849623,-0.046875,0.054688,76,0.015992164,0.03125,0.013698017,2.3828325,0.017849623,index_finger
0.011563185,0.014919064,-0.039063,0.015625,76,0.013580232,0.0078125,0.011614653,2.0234545,0.014919064,index_finger
0.012551653,0.015728956,-0.054688,0.03125,74,0.013580235,0.023438,0.012395917,2.023455,0.015728956,index_finger
0.014347244,0.017340818,-0.054688,0.039063,62,0.015625134,0.0078125,0.013906327,2.328145,0.017340818,index_finger
0.015184539,0.018355374,-0.054688,0.03125,80,0.016516493,0.0078125,0.01406261,2.4609575,0.018355374,index_finger
0.013529862,0.016670877,-0.0625,0.023438,72,0.014628903,0.015625,0.01296884,2.1797065,0.016670877,index_finger
0.01511107,0.017838161,-0.0625,0.046875,71,0.017040795,0.0078125,0.01354173,2.5390785,0.017838161,index_finger
0.012876505,0.015716022,-0.046875,0.03125,73,0.013842433,0.0078125,0.012448007,2.0625225,0.015716022,index_finger
0.01651606,0.019200477,-0.0625,0.085938,80,0.018246829,0.0078125,0.014270937,2.7187775,0.019200477,index_finger
0.015132638,0.017746743,-0.070313,0.03125,72,0.015362953,0,0.013958437,2.28908,0.017746743,index_finger
0.012578535,0.015844943,-0.046875,0.039063,73,0.014995943,0.0078125,0.01234383,2.2343955,0.015844943,index_finger
0.012395062,0.016462074,-0.046875,0.054688,50,0.012426695,0.0078125,0.013229237,1.8515775,0.016462074,index_finger
0.014799104,0.017860982,-0.070313,0.03125,67,0.016568926,0.015625,0.014270913,2.46877,0.017860982,index_finger
0.016447977,0.019168634,-0.0625,0.070313,71,0.018037044,0.0078125,0.01473967,2.6875195,0.019168634,index_finger
0.013845265,0.017140218,-0.070313,0.03125,65,0.013894832,0.023438,0.013437583,2.07033,0.017140218,index_finger
0.016266545,0.019400743,-0.070313,0.078125,70,0.017670044,0.015625,0.014323007,2.6328365,0.019400743,index_finger
0.01271624,0.015767719,-0.046875,0.023438,68,0.014052141,0.0078125,0.012448007,2.093769,0.015767719,index_finger
0.015022255,0.017735254,-0.070313,0.039063,71,0.016254329,0.0078125,0.013489667,2.421895,0.017735254,index_finger
0.013400819,0.016658655,-0.070313,0.03125,62,0.01499594,0.0078125,0.01343758,2.234395,0.016658655,index_finger
0.012788055,0.016362952,-0.039063,0.039063,69,0.013894869,0.03125,0.013020933,2.0703355,0.016362952,index_finger
0.016558099,0.019316644,-0.070313,0.046875,72,0.017145688,0.015625,0.014739657,2.5547075,0.019316644,index_finger
0.012029983,0.015947305,-0.054688,0.015625,67,0.013370493,0.015625,0.012343813,1.9922035,0.015947305,index_finger
0.015113151,0.018355246,-0.10156,0.023438,73,0.01688351,0,0.013854237,2.515643,0.018355246,index_finger
0.01485473,0.017677787,-0.054688,0.046875,70,0.01693597,0.015625,0.01406258,2.5234595,0.017677787,index_finger
0.014002776,0.017056934,-0.039063,0.03125,75,0.016726252,0.0078125,0.014010513,2.4922115,0.017056934,index_finger
0.015132656,0.017585511,-0.054688,0.054688,76,0.015520289,0.03125,0.013854267,2.312523,0.017585511,index_finger
0.014645099,0.017792549,-0.054688,0.03125,70,0.016883567,0.023438,0.014270943,2.5156515,0.017792549,index_finger
0.014139518,0.017258467,-0.0625,0.015625,76,0.015992131,0,0.013020893,2.3828275,0.017258467,index_finger
0.013475126,0.016780366,-0.046875,0.03125,74,0.014995933,0.015625,0.013645937,2.234394,0.016780366,index_finger
0.013760324,0.017258466,-0.0625,0.023438,70,0.015100765,0,0.012812563,2.250014,0.017258466,index_finger
0.013790302,0.016852938,-0.046875,0.03125,80,0.015939711,0.015625,0.013750093,2.375017,0.016852938,index_finger
0.012889143,0.016670885,-0.0625,0.03125,65,0.013632705,0.0078125,0.012864683,2.031273,0.016670885,index_finger
0.012554219,0.016313081,-0.054688,0.03125,65,0.013947255,0,0.012708393,2.078141,0.016313081,index_finger
0.015253426,0.01821069,-0.054688,0.039063,76,0.016988376,0.0078125,0.014010503,2.531268,0.01821069,index_finger
0.014279286,0.017492671,-0.046875,0.03125,70,0.016568909,0.023438,0.014166747,2.4687675,0.017492671,index_finger
0.011884251,0.015599075,-0.046875,0.023438,75,0.014052154,0.0078125,0.01250009,2.093771,0.015599075,index_finger
0.011073146,0.014850701,-0.03125,0.015625,68,0.013422926,0,0.012083397,2.000016,0.014850701,index_finger
0.014506617,0.017329112,-0.046875,0.039063,89,0.018351658,0.0078125,0.01364593,2.734397,0.017329112,index_finger
0.013979821,0.016949259,-0.039063,0.039063,80,0.015992198,0.0078125,0.013437603,2.3828375,0.016949259,index_finger
0.012112587,0.016112321,-0.046875,0.023438,61,0.013055903,0.015625,0.013020917,1.9453295,0.016112321,index_finger
0.011505663,0.015175937,-0.039063,0.015625,61,0.012636406,0.015625,0.012395897,1.8828245,0.015175937,index_finger
0.012504023,0.016011009,-0.039063,0.03125,66,0.014524047,0.015625,0.013229263,2.164083,0.016011009,index_finger
0.013646423,0.017199451,-0.054688,0.015625,71,0.015258077,0.0078125,0.013489657,2.2734535,0.017199451,index_finger
0.012274984,0.015014221,-0.046875,0.023438,78,0.013527805,0.0078125,0.011770907,2.015643,0.015014221,index_finger
0.011690574,0.015216124,-0.03125,0.03125,67,0.012793738,0,0.01234383,1.906267,0.015216124,index_finger
0.014030656,0.017758197,-0.054688,0.03125,76,0.01614949,0,0.014010513,2.406274,0.017758197,index_finger
0.012240885,0.015806343,-0.039063,0.03125,68,0.014261839,0.015625,0.012916733,2.125014,0.015806343,index_finger
0.015307996,0.018399622,-0.078125,0.039063,71,0.016988389,0.015625,0.01416675,2.53127,0.018399622,index_finger
0.012715694,0.015985548,-0.054688,0.023438,73,0.013894836,0.0078125,0.012083403,2.0703305,0.015985548,index_finger
0.012448462,0.01574187,-0.054688,0.023438,70,0.013475379,0.0078125,0.012447983,2.0078315,0.01574187,index_finger
0.012058691,0.015468055,-0.046875,0.03125,65,0.013475332,0.015625,0.012395893,2.0078245,0.015468055,index_finger
0.01505258,0.018454867,-0.078125,0.03125,83,0.01767005,0.015625,0.013698023,2.6328375,0.018454867,index_finger
0.012762213,0.01637534,-0.054688,0.023438,70,0.014838641,0,0.01265633,2.2109575,0.01637534,index_finger
0.013068865,0.016175328,-0.046875,0.03125,65,0.014366732,0.0078125,0.013072997,2.140643,0.016175328,index_finger
0.013740239,0.017305596,-0.054688,0.039063,71,0.015100762,0.0078125,0.01343758,2.2500135,0.017305596,index_finger
0.010746085,0.014643808,-0.039063,0.015625,66,0.011849966,0.03125,0.01192717,1.765645,0.014643808,index_finger
0.012683664,0.01596009,-0.046875,0.023438,76,0.01452406,0,0.012395923,2.164085,0.01596009,index_finger
0.013897782,0.017152082,-0.046875,0.03125,80,0.016359181,0.015625,0.013593837,2.437518,0.017152082,index_finger
0.014676536,0.017585499,-0.054688,0.03125,77,0.015939732,0.015625,0.013958427,2.37502,0.017585499,index_finger
0.015908602,0.019072833,-0.09375,0.046875,75,0.016726205,0.015625,0.013854233,2.4922045,0.019072833,index_finger
0.013663925,0.016719611,-0.039063,0.039063,61,0.012688879,0.0078125,0.013698003,1.890643,0.016719611,index_finger
0.013046053,0.016597511,-0.046875,0.03125,64,0.014995993,0,0.013385527,2.234403,0.016597511,index_finger
0.011766901,0.015819222,-0.046875,0.03125,56,0.01258398,0.015625,0.01276049,1.875013,0.015819222,index_finger
0.014113163,0.017387704,-0.0625,0.03125,70,0.016044611,0.0078125,0.01338551,2.390647,0.017387704,index_finger
0.01320134,0.016313089,-0.054688,0.03125,72,0.014209409,0.015625,0.012604237,2.117202,0.016313089,index_finger
0.014203595,0.017340829,-0.046875,0.039063,70,0.015258104,0.015625,0.01359383,2.2734575,0.017340829,index_finger
0.013936653,0.01709266,-0.054688,0.039063,71,0.0165165,0.0078125,0.013229247,2.4609585,0.01709266,index_finger
0.013019288,0.016804592,-0.039063,0.03125,74,0.015520275,0.03125,0.01322926,2.312521,0.016804592,index_finger
0.013685667,0.016707466,-0.039063,0.046875,73,0.015415446,0.0078125,0.013229273,2.2969015,0.016707466,index_finger
0.012781782,0.016325578,-0.039063,0.03125,62,0.012951054,0.023438,0.0133855,1.929707,0.016325578,index_finger
0.014008112,0.017211291,-0.0625,0.046875,66,0.014786235,0.015625,0.01354176,2.203149,0.017211291,index_finger
0.011350917,0.015335982,-0.039063,0.023438,58,0.012269409,0,0.012708407,1.828142,0.015335982,index_finger
0.01209197,0.015960082,-0.039063,0.03125,66,0.013685131,0.015625,0.013020913,2.0390845,0.015960082,index_finger
0.013696044,0.017175789,-0.046875,0.023438,67,0.015467822,0,0.013698003,2.3047055,0.017175789,index_finger
0.012803417,0.016150185,-0.070313,0.023438,74,0.014524064,0.0078125,0.012343843,2.1640855,0.016150185,index_finger
0.013805238,0.017677798,-0.054688,0.046875,63,0.014733768,0.0078125,0.014270917,2.1953315,0.017677798,index_finger
0.01226837,0.015960098,-0.046875,0.023438,73,0.014366779,0,0.0128126,2.14065,0.015960098,index_finger
0.011891213,0.015638162,-0.046875,0.023438,77,0.013894876,0.0078125,0.012239677,2.0703365,0.015638162,index_finger
0.014570491,0.017411071,-0.046875,0.046875,68,0.015939718,0.0078125,0.0133855,2.375018,0.017411071,index_finger
0.012477169,0.015638115,-0.046875,0.03125,70,0.013894815,0.015625,0.01234381,2.0703275,0.015638115,index_finger
0.013299333,0.016670876,-0.046875,0.03125,66,0.014733785,0.023438,0.01338551,2.195334,0.016670876,index_finger
0.014844893,0.018377532,-0.054688,0.054688,65,0.015467846,0.023438,0.014583433,2.304709,0.018377532,index_finger
0.011888332,0.015806353,-0.039063,0.03125,61,0.012951034,0.015625,0.013020907,1.929704,0.015806353,index_finger
0.013298079,0.016300609,-0.046875,0.03125,67,0.014628896,0.0078125,0.013072987,2.1797055,0.016300609,index_finger
0.013481151,0.016973236,-0.046875,0.023438,74,0.015205664,0.0078125,0.013333433,2.265644,0.016973236,index_finger
0.012707714,0.016074414,-0.039063,0.03125,80,0.014786208,0.015625,0.012656333,2.203145,0.016074414,index_finger
0.01575211,0.018630393,-0.0625,0.03125,81,0.017512732,0.015625,0.01390634,2.609397,0.018630393,index_finger
0.012556936,0.016150152,-0.046875,0.039063,70,0.013789963,0.0078125,0.013281323,2.0547045,0.016150152,index_finger
0.014582424,0.017364281,-0.054688,0.046875,67,0.015467819,0.023438,0.013906337,2.304705,0.017364281,index_finger
0.015803687,0.018674013,-0.0625,0.039063,74,0.018351664,0,0.01442717,2.734398,0.018674013,index_finger
0.016033745,0.018869104,-0.0625,0.039063,78,0.018141919,0,0.014843837,2.703146,0.018869104,index_finger
0.01396619,0.016997155,-0.046875,0.023438,81,0.016621315,0,0.013437567,2.476576,0.016997155,index_finger
0.013348482,0.016804575,-0.046875,0.039063,73,0.015048352,0.015625,0.01343759,2.2422045,0.016804575,index_finger
0.014970416,0.017446088,-0.054688,0.03125,78,0.016935946,0.015625,0.013125077,2.523456,0.017446088,index_finger
0.014505513,0.017677833,-0.070313,0.023438,72,0.016778691,0.015625,0.013750097,2.500025,0.017677833,index_finger
0.011819663,0.015754768,-0.046875,0.015625,67,0.013947255,0.015625,0.012395897,2.078141,0.015754768,index_finger
0.014282795,0.017895118,-0.039063,0.046875,62,0.015467822,0.0078125,0.014843833,2.3047055,0.017895118,index_finger
0.013113225,0.016150165,-0.046875,0.03125,68,0.015362977,0,0.012760497,2.2890835,0.016150165,index_finger
0.013461805,0.016585214,-0.046875,0.046875,66,0.013737527,0.023438,0.013229243,2.0468915,0.016585214,index_finger
0.012159084,0.016010992,-0.054688,0.023438,70,0.014052144,0.023438,0.012500083,2.0937695,0.016010992,index_finger
0.011618456,0.015027798,-0.039063,0.023438,72,0.014157044,0.023438,0.01255218,2.1093995,0.015027798,index_finger
0.013016363,0.016288148,-0.054688,0.023438,78,0.015205678,0.015625,0.01250008,2.265646,0.016288148,index_finger
0.012882817,0.016150159,-0.054688,0.023438,73,0.015153232,0,0.013072997,2.2578315,0.016150159,index_finger
0.014147318,0.017175785,-0.0625,0.03125,77,0.01693595,0.0078125,0.0140105,2.5234565,0.017175785,index_finger
0.013648447,0.016889129,-0.039063,0.03125,68,0.01531055,0.015625,0.01380218,2.281272,0.016889129,index_finger
0.013655603,0.017080795,-0.054688,0.03125,78,0.015520289,0.015625,0.01317719,2.312523,0.017080795,index_finger
0.013929334,0.016646408,-0.046875,0.039063,85,0.016988359,0.023438,0.012864647,2.5312655,0.016646408,index_finger
0.012463253,0.015690084,-0.046875,0.015625,76,0.014628889,0.0078125,0.01234382,2.1797045,0.015690084,index_finger
0.013922628,0.017021093,-0.054688,0.03125,70,0.015258117,0.015625,0.01375008,2.2734595,0.017021093,index_finger
0.014215721,0.017562341,-0.085938,0.039063,59,0.014261879,0.0078125,0.013750083,2.12502,0.017562341,index_finger
0.013400817,0.01665866,-0.039063,0.03125,74,0.015887292,0.015625,0.013333423,2.3672065,0.01665866,index_finger
0.013294763,0.017282108,-0.046875,0.039063,61,0.014681383,0,0.014062617,2.187526,0.017282108,index_finger
0.012939962,0.016449733,-0.054688,0.03125,69,0.014943513,0.0078125,0.013489673,2.2265835,0.016449733,index_finger
0.013041787,0.01606177,-0.046875,0.03125,69,0.013580279,0.0078125,0.012812607,2.0234615,0.01606177,index_finger
0.012722647,0.01615018,-0.046875,0.039063,62,0.01305594,0.023438,0.013073013,1.945335,0.01615018,index_finger
0.013271574,0.016523797,-0.046875,0.054688,65,0.01415704,0.0078125,0.013177187,2.109399,0.016523797,index_finger
0.012625435,0.015819211,-0.046875,0.03125,69,0.01331804,0.015625,0.012552153,1.984388,0.015819211,index_finger
0.014883216,0.017815386,-0.0625,0.039063,59,0.015572715,0.0078125,0.014687597,2.3203345,0.017815386,index_finger
0.013481631,0.016816659,-0.046875,0.046875,80,0.015572705,0.023438,0.013593827,2.320333,0.016816659,index_finger
0.017096139,0.019598962,-0.09375,0.054688,65,0.017827342,0,0.01479175,2.656274,0.019598962,index_finger
0.020644125,0.022804149,-0.14844,0.0625,82,0.019977104,0.015625,0.014895933,2.9765885,0.022804149,index_finger
0.016668044,0.019072841,-0.0625,0.0625,77,0.016568909,0.0078125,0.013958407,2.4687675,0.019072841,index_finger
0.017291924,0.019795284,-0.11719,0.046875,73,0.016621383,0.015625,0.013698007,2.476586,0.019795284,index_finger
0.015279353,0.018008456,-0.070313,0.070313,67,0.016149463,0.0078125,0.01338549,2.40627,0.018008456,index_finger
0.016644605,0.019337611,-0.10156,0.070313,64,0.01572996,0,0.013385477,2.343764,0.019337611,index_finger
0.013848787,0.017021107,-0.070313,0.046875,60,0.013842416,0,0.013125083,2.06252,0.017021107,index_finger
0.015907623,0.018901437,-0.078125,0.0625,58,0.015677591,0.023438,0.01416676,2.335961,0.018901437,index_finger
0.01234604,0.015533699,-0.039063,0.039063,76,0.015415389,0.0078125,0.01265632,2.296893,0.015533699,index_finger
0.014006946,0.01668305,-0.054688,0.054688,72,0.014838614,0.0078125,0.012291733,2.2109535,0.01668305,index_finger
0.014633969,0.017492713,-0.09375,0.039063,75,0.015520315,0,0.012812607,2.312527,0.017492713,index_finger
0.012731905,0.016061751,-0.046875,0.03125,80,0.014576497,0.015625,0.012708427,2.171898,0.016061751,index_finger
0.012045755,0.015296115,-0.046875,0.03125,65,0.012793732,0.0078125,0.011822977,1.906266,0.015296115,index_finger
0.012016009,0.015402167,-0.046875,0.023438,74,0.014209426,0.015625,0.012135483,2.1172045,0.015402167,index_finger
0.012913111,0.016300645,-0.046875,0.03125,85,0.016306775,0.015625,0.01296884,2.4297095,0.016300645,index_finger
0.014903652,0.017803911,-0.078125,0.039063,74,0.016778638,0.0078125,0.013177143,2.500017,0.017803911,index_finger
0.016962311,0.01974374,-0.085938,0.046875,68,0.016621339,0.0078125,0.014479233,2.4765795,0.01974374,index_finger
0.015159489,0.017769627,-0.0625,0.046875,68,0.016516503,0,0.013437583,2.460959,0.017769627,index_finger
0.015233369,0.017997142,-0.078125,0.046875,79,0.016149443,0.0078125,0.012916743,2.406267,0.017997142,index_finger
0.012779543,0.016036378,-0.054688,0.039063,70,0.013894826,0.023438,0.012187567,2.070329,0.016036378,index_finger
0.020290172,0.02241735,-0.14063,0.085938,76,0.018246849,0.023438,0.014635537,2.7187805,0.02241735,index_finger
0.01149684,0.015000652,-0.046875,0.054688,58,0.011378037,0.015625,0.011927147,1.6953275,0.015000652,index_finger
0.012816117,0.016548385,-0.046875,0.023438,59,0.014524077,0,0.012968847,2.1640875,0.016548385,index_finger
0.013937511,0.016768178,-0.070313,0.039063,74,0.01531049,0.015625,0.012968807,2.281263,0.016768178,index_finger
0.019695601,0.021594301,-0.09375,0.085938,77,0.019085685,0.0078125,0.014687577,2.843767,0.021594301,index_finger
0.011707279,0.015162552,-0.070313,0.03125,64,0.01179752,0.0078125,0.01192716,1.7578305,0.015162552,index_finger
0.017618391,0.020081112,-0.10938,0.078125,68,0.015730064,0.0078125,0.0134897,2.3437795,0.020081112,index_finger
0.014154533,0.0172113,-0.085938,0.03125,71,0.01531055,0.0078125,0.012916753,2.281272,0.0172113,index_finger
0.013416586,0.016609727,-0.0625,0.039063,79,0.015205668,0.023438,0.01291675,2.2656445,0.016609727,index_finger
0.010641029,0.014782046,-0.046875,0.03125,60,0.012426695,0.015625,0.011927143,1.8515775,0.014782046,index_finger
0.011146425,0.014905421,-0.046875,0.03125,69,0.012741326,0.015625,0.011666737,1.8984575,0.014905421,index_finger
0.013310291,0.016250581,-0.070313,0.046875,73,0.013842362,0.0078125,0.012343797,2.062512,0.016250581,index_finger
0.011557895,0.015014212,-0.046875,0.015625,78,0.013632678,0.015625,0.011770903,2.031269,0.015014212,index_finger
0.010493169,0.014105945,-0.039063,0.015625,74,0.012688879,0.0078125,0.011302147,1.890643,0.014105945,index_finger
0.012274984,0.015572948,-0.070313,0.023438,70,0.013685104,0,0.01187507,2.0390805,0.015572948,index_finger
0.010850426,0.015041268,-0.039063,0.03125,59,0.012112097,0,0.01208339,1.8047025,0.015041268,index_finger
0.012571102,0.01593457,-0.054688,0.03125,66,0.013632681,0.023438,0.012708413,2.0312695,0.01593457,index_finger
0.011557916,0.015014217,-0.039063,0.023438,74,0.012846181,0.039063,0.011875067,1.914081,0.015014217,index_finger
0.010517942,0.01433484,-0.039063,0.015625,76,0.011640171,0.0078125,0.01151047,1.7343855,0.01433484,index_finger
0.013109854,0.01636297,-0.054688,0.039063,68,0.014681396,0.015625,0.01281261,2.187528,0.01636297,index_finger
0.011538176,0.014932684,-0.046875,0.023438,68,0.012636446,0.0078125,0.01218757,1.8828305,0.014932684,index_finger
0.011602527,0.015081807,-0.054688,0.03125,71,0.013737537,0.0078125,0.011927143,2.046893,0.015081807,index_finger
